country,continent,year,pop,lifeExp,childMortPer1000,fertRate,gdpPercap
Dominica,Americas,1835,21500,NA,NA,NA,687
Dominica,Americas,1836,21600,NA,NA,NA,692
Dominica,Americas,1837,21700,NA,NA,NA,696
Dominica,Americas,1838,21800,NA,NA,NA,701
Dominica,Americas,1839,21900,NA,NA,NA,706
Dominica,Americas,1840,22000,NA,NA,NA,710
Dominica,Americas,1841,22100,NA,NA,NA,715
Dominica,Americas,1842,22300,NA,NA,NA,720
Dominica,Americas,1843,22400,NA,NA,NA,724
Dominica,Americas,1844,22600,NA,NA,NA,730
Dominica,Americas,1845,22700,NA,NA,NA,734
Dominica,Americas,1846,22900,NA,NA,NA,739
Dominica,Americas,1847,23000,NA,NA,NA,745
Dominica,Americas,1848,23200,NA,NA,NA,749
Dominica,Americas,1849,23300,NA,NA,NA,754
Dominica,Americas,1850,23500,NA,NA,NA,760
Dominica,Americas,1851,23600,NA,NA,NA,764
Dominica,Americas,1852,23700,NA,NA,NA,770
Dominica,Americas,1853,23900,NA,NA,NA,776
Dominica,Americas,1854,24000,NA,NA,NA,780
Dominica,Americas,1855,24200,NA,NA,NA,786
Dominica,Americas,1856,24300,NA,NA,NA,790
Dominica,Americas,1857,24500,NA,NA,NA,796
Dominica,Americas,1858,24600,NA,NA,NA,802
Dominica,Americas,1859,24800,NA,NA,NA,807
Dominica,Americas,1860,24900,NA,NA,NA,813
Dominica,Americas,1861,25100,NA,NA,NA,818
Dominica,Americas,1862,25300,NA,NA,NA,823
Dominica,Americas,1863,25400,NA,NA,NA,829
Dominica,Americas,1864,25600,NA,NA,NA,834
Dominica,Americas,1865,25800,NA,NA,NA,840
Dominica,Americas,1866,26000,NA,NA,NA,846
Dominica,Americas,1867,26200,NA,NA,NA,852
Dominica,Americas,1868,26400,NA,NA,NA,858
Dominica,Americas,1869,26500,NA,NA,NA,863
Dominica,Americas,1870,26700,NA,NA,NA,869
Dominica,Americas,1871,26800,NA,NA,NA,875
Dominica,Americas,1872,26900,NA,NA,NA,881
Dominica,Americas,1873,27000,NA,NA,NA,887
Dominica,Americas,1874,27100,NA,NA,NA,893
Dominica,Americas,1875,27200,NA,NA,NA,899
Dominica,Americas,1876,27300,NA,NA,NA,905
Dominica,Americas,1877,27400,NA,NA,NA,911
Dominica,Americas,1878,27500,NA,NA,NA,917
Dominica,Americas,1879,27500,NA,NA,NA,923
Dominica,Americas,1880,27500,NA,NA,NA,930
Dominica,Americas,1881,27500,NA,NA,NA,936
Dominica,Americas,1882,27400,NA,NA,NA,943
Dominica,Americas,1883,27300,NA,NA,NA,948
Dominica,Americas,1884,27200,NA,NA,NA,955
Dominica,Americas,1885,27100,NA,NA,NA,961
Dominica,Americas,1886,27000,NA,NA,NA,968
Dominica,Americas,1887,26900,NA,NA,NA,974
Dominica,Americas,1888,26700,NA,NA,NA,981
Dominica,Americas,1889,26700,NA,NA,NA,987
Dominica,Americas,1890,26700,NA,NA,NA,995
Dominica,Americas,1891,26800,NA,NA,NA,1000
Dominica,Americas,1892,26900,NA,NA,NA,1010
Dominica,Americas,1893,27100,NA,NA,NA,1010
Dominica,Americas,1894,27200,NA,NA,NA,1020
Dominica,Americas,1895,27400,NA,NA,NA,1030
Dominica,Americas,1896,27600,NA,NA,NA,1030
Dominica,Americas,1897,27800,NA,NA,NA,1040
Dominica,Americas,1898,28000,NA,NA,NA,1050
Dominica,Americas,1899,28200,NA,NA,NA,1060
Dominica,Americas,1900,28500,NA,NA,NA,1060
Dominica,Americas,1901,28900,NA,NA,NA,1070
Dominica,Americas,1902,29300,NA,NA,NA,1080
Dominica,Americas,1903,29700,NA,NA,NA,1090
Dominica,Americas,1904,30200,NA,NA,NA,1090
Dominica,Americas,1905,30700,NA,NA,NA,1100
Dominica,Americas,1906,31100,NA,NA,NA,1110
Dominica,Americas,1907,31600,NA,NA,NA,1120
Dominica,Americas,1908,32100,NA,NA,NA,1120
Dominica,Americas,1909,32600,NA,NA,NA,1130
Dominica,Americas,1910,33000,NA,NA,NA,1140
Dominica,Americas,1911,33300,NA,NA,NA,1150
Dominica,Americas,1912,33600,NA,NA,NA,1150
Dominica,Americas,1913,33900,NA,NA,NA,1160
Dominica,Americas,1914,34200,NA,NA,NA,1180
Dominica,Americas,1915,34500,NA,NA,NA,1200
Dominica,Americas,1916,34700,NA,NA,NA,1210
Dominica,Americas,1917,35000,NA,NA,NA,1230
Dominica,Americas,1918,35300,NA,NA,NA,1250
Dominica,Americas,1919,35700,NA,NA,NA,1270
Dominica,Americas,1920,36100,NA,NA,NA,1290
Dominica,Americas,1921,36500,NA,NA,NA,1300
Dominica,Americas,1922,37000,NA,NA,NA,1300
Dominica,Americas,1923,37600,NA,NA,NA,1310
Dominica,Americas,1924,38100,NA,NA,NA,1310
Dominica,Americas,1925,38700,NA,NA,NA,1320
Dominica,Americas,1926,39300,NA,NA,NA,1320
Dominica,Americas,1927,39900,NA,NA,NA,1330
Dominica,Americas,1928,40500,NA,NA,NA,1330
Dominica,Americas,1929,41100,NA,NA,NA,1340
Dominica,Americas,1930,41600,NA,NA,NA,1340
Dominica,Americas,1931,42200,NA,NA,NA,1350
Dominica,Americas,1932,42700,NA,NA,NA,1350
Dominica,Americas,1933,43100,NA,NA,NA,1360
Dominica,Americas,1934,43600,NA,NA,NA,1360
Dominica,Americas,1935,44100,NA,NA,NA,1370
Dominica,Americas,1936,44600,NA,NA,NA,1370
Dominica,Americas,1937,45100,NA,NA,NA,1370
Dominica,Americas,1938,45600,NA,NA,NA,1380
Dominica,Americas,1939,46000,NA,NA,NA,1380
Dominica,Americas,1940,46500,NA,NA,NA,1380
Dominica,Americas,1941,46900,NA,NA,NA,1390
Dominica,Americas,1942,47200,NA,NA,NA,1400
Dominica,Americas,1943,47600,NA,NA,NA,1420
Dominica,Americas,1944,47900,NA,NA,NA,1430
Dominica,Americas,1945,48200,NA,NA,NA,1440
Dominica,Americas,1946,48600,NA,NA,NA,1440
Dominica,Americas,1947,48900,NA,NA,NA,1460
Dominica,Americas,1948,49200,NA,NA,NA,1470
Dominica,Americas,1949,49700,NA,NA,NA,1470
Dominica,Americas,1950,50200,49.3,194,NA,1480
Dominica,Americas,1951,50400,50.6,191,NA,1620
Dominica,Americas,1952,50500,51.7,185,NA,1720
Dominica,Americas,1953,50800,53,179,NA,1650
Dominica,Americas,1954,51200,54.1,173,NA,1700
Dominica,Americas,1955,51900,55.1,168,NA,1760
Dominica,Americas,1956,53000,56.1,162,NA,1890
Dominica,Americas,1957,54300,57.2,157,NA,1960
Dominica,Americas,1958,56000,58.2,151,NA,2000
Dominica,Americas,1959,57800,59.3,146,NA,1960
Dominica,Americas,1960,59400,60.2,141,NA,2000
Dominica,Americas,1961,60400,61.1,127,NA,1900
Dominica,Americas,1962,61200,62.1,115,NA,2170
Dominica,Americas,1963,62000,62.9,105,NA,2240
Dominica,Americas,1964,62800,63.8,95.8,NA,2330
Dominica,Americas,1965,63700,64.4,87.9,NA,1990
Dominica,Americas,1966,64700,65,81.2,NA,2200
Dominica,Americas,1967,65800,65.6,75.3,NA,2220
Dominica,Americas,1968,66900,66.1,69.9,NA,2170
Dominica,Americas,1969,68000,66.6,64.8,NA,2350
Dominica,Americas,1970,68900,67.2,59.5,NA,2540
Dominica,Americas,1971,69400,67.7,53.7,NA,2720
Dominica,Americas,1972,69900,68.3,47.9,NA,2920
Dominica,Americas,1973,70300,68.9,42.1,NA,3160
Dominica,Americas,1974,70800,69.4,36.7,NA,3370
Dominica,Americas,1975,71300,69.9,31.9,NA,3480
Dominica,Americas,1976,71700,70.3,27.9,NA,3730
Dominica,Americas,1977,72100,70.6,24.6,NA,3820
Dominica,Americas,1978,72500,71.1,21.9,NA,4250
Dominica,Americas,1979,72800,70.1,19.9,NA,3470
Dominica,Americas,1980,73000,71.8,18.4,NA,3970
Dominica,Americas,1981,72900,71.8,17.4,NA,4460
Dominica,Americas,1982,72600,72.3,16.6,NA,4670
Dominica,Americas,1983,72300,72.5,16.2,NA,4820
Dominica,Americas,1984,71900,72.1,15.9,NA,5090
Dominica,Americas,1985,71600,71.4,15.9,NA,5220
Dominica,Americas,1986,71200,71.4,15.9,NA,5650
Dominica,Americas,1987,70800,71.4,16,NA,6100
Dominica,Americas,1988,70400,71.3,16.1,NA,6650
Dominica,Americas,1989,70000,71.3,16.2,NA,6710
Dominica,Americas,1990,69500,71.1,16.2,NA,7140
Dominica,Americas,1991,69100,71.1,16.3,NA,7340
Dominica,Americas,1992,69100,71.5,16.2,NA,7570
Dominica,Americas,1993,69200,71.6,16.1,NA,7760
Dominica,Americas,1994,69200,71.7,16,NA,7840
Dominica,Americas,1995,69200,71.7,15.8,NA,8110
Dominica,Americas,1996,69200,71.9,15.6,NA,8450
Dominica,Americas,1997,69100,72.1,15.4,NA,8720
Dominica,Americas,1998,68900,71.9,15.1,NA,9120
Dominica,Americas,1999,68700,72.1,14.9,NA,9230
Dominica,Americas,2000,68300,72.1,14.8,NA,9510
Dominica,Americas,2001,68200,72.2,14.7,NA,9580
Dominica,Americas,2002,68300,72.3,14.7,NA,9340
Dominica,Americas,2003,68400,72.2,14.8,NA,9960
Dominica,Americas,2004,68600,72.3,15.2,NA,10300
Dominica,Americas,2005,68700,72.6,15.6,NA,10300
Dominica,Americas,2006,68700,72.6,16.3,NA,10800
Dominica,Americas,2007,68800,72.5,17.2,NA,11500
Dominica,Americas,2008,68800,72.7,18.3,NA,12400
Dominica,Americas,2009,68800,72.7,19.6,NA,12200
Dominica,Americas,2010,68800,72.4,21.2,NA,12300
Dominica,Americas,2011,68700,72.4,23,NA,12300
Dominica,Americas,2012,68900,72.3,25,NA,12200
Dominica,Americas,2013,68800,72.3,27.4,NA,12000
Dominica,Americas,2014,69400,72.2,29.8,NA,12500
Dominica,Americas,2015,70000,71.5,32.1,NA,12100
Dominica,Americas,2016,70100,72.3,33.9,NA,12400
Dominica,Americas,2017,70400,71.2,35,NA,11500
Dominica,Americas,2018,70800,72.3,35.7,NA,11800
Dominica,Americas,2019,71400,72.3,34.9,NA,12400
Dominica,Americas,2020,72000,72.4,34.3,NA,10300
Dominica,Americas,2021,72400,71.6,33.7,NA,10900
Dominica,Americas,2022,72700,71.8,33.2,NA,11500
Dominica,Americas,2023,73000,73,32.7,NA,12000
Dominica,Americas,2024,73400,73.1,32.3,NA,12500
Dominica,Americas,2025,73700,73.3,31.8,NA,12900
Dominica,Americas,2026,74000,73.4,31.3,NA,13200
Dominica,Americas,2027,74300,73.6,30.8,NA,13400
Dominica,Americas,2028,74500,73.7,30.4,NA,13600
Dominica,Americas,2029,74800,73.9,29.9,NA,13700
Dominica,Americas,2030,75000,74,29.4,NA,13400
Dominica,Americas,2031,75200,74.2,29,NA,13800
Dominica,Americas,2032,75300,74.3,28.6,NA,14100
Dominica,Americas,2033,75500,74.5,28.1,NA,14400
Dominica,Americas,2034,75600,74.6,27.7,NA,14800
Dominica,Americas,2035,75700,74.8,27.3,NA,15100
Dominica,Americas,2036,75700,74.9,26.9,NA,15500
Dominica,Americas,2037,75700,75.1,26.6,NA,15800
Dominica,Americas,2038,75700,75.3,26.2,NA,16200
Dominica,Americas,2039,75700,75.4,25.8,NA,16600
Dominica,Americas,2040,75700,75.6,25.5,NA,17000
Dominica,Americas,2041,75600,75.7,25.1,NA,17300
Dominica,Americas,2042,75500,75.9,24.8,NA,17700
Dominica,Americas,2043,75400,76,24.4,NA,18100
Dominica,Americas,2044,75300,76.2,24.1,NA,18600
Dominica,Americas,2045,75100,76.4,23.7,NA,19000
Dominica,Americas,2046,74900,76.5,23.4,NA,19400
Dominica,Americas,2047,74800,76.7,23.1,NA,19800
Dominica,Americas,2048,74600,76.9,22.8,NA,20300
Dominica,Americas,2049,74400,77,22.4,NA,20700
Dominica,Americas,2050,74200,77.2,22.1,NA,21200
Dominica,Americas,2051,73900,77.3,21.9,NA,21600
Dominica,Americas,2052,73700,77.5,21.6,NA,22100
Dominica,Americas,2053,73500,77.7,21.3,NA,22600
Dominica,Americas,2054,73200,77.8,21,NA,23100
Dominica,Americas,2055,73000,78,20.7,NA,23500
Dominica,Americas,2056,72700,78.2,20.5,NA,24000
Dominica,Americas,2057,72400,78.3,20.2,NA,24500
Dominica,Americas,2058,72100,78.5,19.9,NA,25000
Dominica,Americas,2059,71800,78.7,19.7,NA,25500
Dominica,Americas,2060,71500,78.8,19.4,NA,26100
Dominica,Americas,2061,71200,79,19.2,NA,26600
Dominica,Americas,2062,70900,79.1,18.9,NA,27100
Dominica,Americas,2063,70600,79.3,18.7,NA,27700
Dominica,Americas,2064,70200,79.5,18.4,NA,28200
Dominica,Americas,2065,69900,79.6,18.2,NA,28700
Dominica,Americas,2066,69500,79.8,17.9,NA,29300
Dominica,Americas,2067,69100,79.9,17.7,NA,29800
Dominica,Americas,2068,68800,80.1,17.5,NA,30400
Dominica,Americas,2069,68400,80.2,17.3,NA,31000
Dominica,Americas,2070,67900,80.4,17,NA,31500
Dominica,Americas,2071,67500,80.5,16.8,NA,32100
Dominica,Americas,2072,67100,80.7,16.6,NA,32700.000000000004
Dominica,Americas,2073,66600,80.8,16.4,NA,33300
Dominica,Americas,2074,66200,81,16.2,NA,33900
Dominica,Americas,2075,65700,81.1,16,NA,34500
Dominica,Americas,2076,65200,81.3,15.8,NA,35100
Dominica,Americas,2077,64700,81.4,15.6,NA,35700
Dominica,Americas,2078,64200,81.6,15.4,NA,36300
Dominica,Americas,2079,63700,81.7,15.2,NA,36900
Dominica,Americas,2080,63200,81.8,15,NA,37500
Dominica,Americas,2081,62600,82,14.9,NA,38100
Dominica,Americas,2082,62100,82.1,14.7,NA,38700
Dominica,Americas,2083,61600,82.3,14.5,NA,39300
Dominica,Americas,2084,61000,82.4,14.3,NA,39900
Dominica,Americas,2085,60500,82.5,14.2,NA,40500
Dominica,Americas,2086,60000,82.6,14,NA,41100
Dominica,Americas,2087,59400,82.8,13.8,NA,41800
Dominica,Americas,2088,58900,82.9,13.7,NA,42400
Dominica,Americas,2089,58400,83,13.5,NA,43000
Dominica,Americas,2090,57900,83.1,13.4,NA,43600
Dominica,Americas,2091,57300,83.3,13.2,NA,44200
Dominica,Americas,2092,56800,83.4,13.1,NA,44900
Dominica,Americas,2093,56300,83.5,12.9,NA,45500
Dominica,Americas,2094,55800,83.7,12.8,NA,46100
Dominica,Americas,2095,55300,83.8,12.7,NA,46700
Dominica,Americas,2096,54800,83.9,12.5,NA,47300
Dominica,Americas,2097,54300,84,12.4,NA,48000
Dominica,Americas,2098,53900,84.1,12.2,NA,48600
Dominica,Americas,2099,53400,84.3,12.1,NA,49200
Dominica,Americas,2100,52900,84.4,12.1,NA,49800
Denmark,Europe,1800,1000000,37.4,380,4.04,2550
Denmark,Europe,1801,1010000,38.5,379,4.04,2550
Denmark,Europe,1802,1010000,44.4,378,4.05,2560
Denmark,Europe,1803,1020000,44.8,376,4.05,2560
Denmark,Europe,1804,1030000,42.8,375,4.06,2570
Denmark,Europe,1805,1040000,43,374,4.06,2570
Denmark,Europe,1806,1040000,43.8,373,4.07,2580
Denmark,Europe,1807,1050000,42.6,372,4.07,2580
Denmark,Europe,1808,1060000,39.4,370,4.08,2590
Denmark,Europe,1809,1070000,39.2,369,4.09,2590
Denmark,Europe,1810,1070000,41.7,368,4.09,2590
Denmark,Europe,1811,1080000,39.3,367,4.1,2630
Denmark,Europe,1812,1090000,36,367,4.11,2650
Denmark,Europe,1813,1100000,40.9,366,4.12,2680
Denmark,Europe,1814,1110000,38.8,364,4.13,2710
Denmark,Europe,1815,1110000,42.7,363,4.14,2740
Denmark,Europe,1816,1120000,44.1,362,4.14,2770
Denmark,Europe,1817,1130000,46.5,361,4.15,2800
Denmark,Europe,1818,1140000,46.4,360,4.16,2840
Denmark,Europe,1819,1150000,45.3,359,4.17,2870
Denmark,Europe,1820,1160000,43.1,357,4.18,2900
Denmark,Europe,1821,1170000,39,356,4.19,3000
Denmark,Europe,1822,1180000,43.4,355,4.2,3020
Denmark,Europe,1823,1190000,46.4,354,4.21,2970
Denmark,Europe,1824,1200000,44.6,353,4.22,3020
Denmark,Europe,1825,1210000,43.1,352,4.23,3010
Denmark,Europe,1826,1220000,40.3,346,4.16,3010
Denmark,Europe,1827,1240000,41.1,341,4.1,3070
Denmark,Europe,1828,1250000,36.6,335,4.03,3090
Denmark,Europe,1829,1260000,31,330,3.97,3010
Denmark,Europe,1830,1270000,34.1,324,3.9,3020
Denmark,Europe,1831,1280000,29.3,319,3.92,3000
Denmark,Europe,1832,1290000,32.5,314,3.94,3080
Denmark,Europe,1833,1300000,36.2,309,3.96,3040
Denmark,Europe,1834,1310000,36.5,304,3.98,3180
Denmark,Europe,1835,1310000,38.4,299,4,3130
Denmark,Europe,1836,1320000,39.9,280,4.02,3110
Denmark,Europe,1837,1330000,41.5,252,4.04,3170
Denmark,Europe,1838,1340000,43.1,240,4.06,3160
Denmark,Europe,1839,1350000,41.9,267,4.08,3170
Denmark,Europe,1840,1360000,41.1,271,4.1,3250
Denmark,Europe,1841,1370000,42.6,255,4.12,3220
Denmark,Europe,1842,1380000,42.5,254,4.13,3200
Denmark,Europe,1843,1400000,43.9,232,4.15,3360
Denmark,Europe,1844,1410000,44,236,4.16,3470
Denmark,Europe,1845,1430000,43.4,249,4.17,3530
Denmark,Europe,1846,1440000,40.4,285,4.19,3570
Denmark,Europe,1847,1460000,40.5,281,4.2,3520
Denmark,Europe,1848,1470000,40.7,280,4.22,3670
Denmark,Europe,1849,1490000,39.5,277,4.23,3840
Denmark,Europe,1850,1500000,43.5,243,4.24,4020
Denmark,Europe,1851,1520000,44.6,240,4.06,3780
Denmark,Europe,1852,1540000,43.1,262,4.48,3870
Denmark,Europe,1853,1560000,38.6,279,4.27,3850
Denmark,Europe,1854,1580000,44.8,237,4.41,3820
Denmark,Europe,1855,1590000,46.2,193,4.31,4190
Denmark,Europe,1856,1610000,46.8,200,4.37,3900
Denmark,Europe,1857,1630000,42.5,241,4.44,3920
Denmark,Europe,1858,1660000,40,272,4.48,3840
Denmark,Europe,1859,1680000,44.4,226,4.53,4040
Denmark,Europe,1860,1690000,45.1,218,4.4,3960
Denmark,Europe,1861,1710000,47.7,188,4.27,3970
Denmark,Europe,1862,1730000,47.6,195,4.17,4050
Denmark,Europe,1863,1750000,47.6,196,4.17,4250
Denmark,Europe,1864,1770000,40.2,260,4.06,4170
Denmark,Europe,1865,1790000,39.9,267,4.21,4260
Denmark,Europe,1866,1810000,43,240,4.32,4230
Denmark,Europe,1867,1830000,45,222,4.09,4180
Denmark,Europe,1868,1850000,45.7,221,4.18,4210
Denmark,Europe,1869,1870000,46.2,208,3.96,4410
Denmark,Europe,1870,1890000,46.1,213,4.1,4550
Denmark,Europe,1871,1910000,46.2,200,4.06,4530
Denmark,Europe,1872,1930000,47.6,191,4.09,4750
Denmark,Europe,1873,1950000,47.6,189,4.16,4680
Denmark,Europe,1874,1960000,46.1,205,4.17,4770
Denmark,Europe,1875,1980000,44.6,226,4.31,4800
Denmark,Europe,1876,2000000,45.9,212,4.4,4840
Denmark,Europe,1877,2020000,47.5,198,4.36,4650
Denmark,Europe,1878,2040000,47.6,203,4.27,4780
Denmark,Europe,1879,2060000,46.3,207,4.3,4890
Denmark,Europe,1880,2080000,44.9,231,4.28,4960
Denmark,Europe,1881,2100000,48.4,187,4.34,4960
Denmark,Europe,1882,2120000,46.8,222,4.36,5090
Denmark,Europe,1883,2140000,48.6,190,4.29,5230
Denmark,Europe,1884,2170000,48.7,195,4.5,5200
Denmark,Europe,1885,2190000,49.8,176,4.39,5170
Denmark,Europe,1886,2210000,49.1,188,4.37,5310
Denmark,Europe,1887,2230000,48.8,196,4.28,5450
Denmark,Europe,1888,2250000,46.8,212,4.25,5430
Denmark,Europe,1889,2270000,47.9,204,4.21,5460
Denmark,Europe,1890,2300000,47.4,206,4.11,5740
Denmark,Europe,1891,2320000,46.9,207,4.18,5810
Denmark,Europe,1892,2350000,47.6,207,4,5910
Denmark,Europe,1893,2370000,47.2,221,4.16,5980
Denmark,Europe,1894,2400000,49.5,196,4.1,6040
Denmark,Europe,1895,2430000,51,184,4.09,6300
Denmark,Europe,1896,2450000,53.1,166,4.11,6450
Denmark,Europe,1897,2480000,52,168,4.02,6510
Denmark,Europe,1898,2510000,53.3,165,4.08,6530
Denmark,Europe,1899,2540000,50.8,193,4.01,6710
Denmark,Europe,1900,2570000,52.1,163,4.07,6860
Denmark,Europe,1901,2600000,52.8,171,4.14,7060
Denmark,Europe,1902,2630000,54.9,149,4.05,7140
Denmark,Europe,1903,2660000,54.9,147,3.96,7480
Denmark,Europe,1904,2690000,55.9,139,3.97,7560
Denmark,Europe,1905,2720000,54.5,151,3.87,7610
Denmark,Europe,1906,2750000,56.7,136,3.87,7740
Denmark,Europe,1907,2790000,56.3,136,3.81,7930
Denmark,Europe,1908,2820000,55.1,152,3.83,8080
Denmark,Europe,1909,2850000,57.6,124,3.78,8280
Denmark,Europe,1910,2890000,58.2,122,3.67,8430
Denmark,Europe,1911,2920000,57.1,130,3.6,8770
Denmark,Europe,1912,2960000,58.2,116,3.58,8670
Denmark,Europe,1913,2990000,59.1,114,3.43,8900
Denmark,Europe,1914,3030000,58.7,118,3.42,9350
Denmark,Europe,1915,3060000,58.6,112,3.23,8590
Denmark,Europe,1916,3100000,57.1,129,3.23,8850
Denmark,Europe,1917,3130000,57.5,123,3.11,8220
Denmark,Europe,1918,3170000,56.4,99.1,3.16,7870
Denmark,Europe,1919,3210000,57.2,117,2.96,8780
Denmark,Europe,1920,3240000,57.7,120,3.29,9080
Denmark,Europe,1921,3270000,62,91.3,3.11,8700
Denmark,Europe,1922,3300000,60.8,98.2,2.87,9470
Denmark,Europe,1923,3330000,61.4,101,2.86,10400
Denmark,Europe,1924,3360000,61.4,103,2.78,10300
Denmark,Europe,1925,3390000,62.1,94.5,2.66,9950
Denmark,Europe,1926,3420000,61.9,98.6,2.58,10500
Denmark,Europe,1927,3450000,61.4,98.8,2.44,10600
Denmark,Europe,1928,3490000,62.1,97.1,2.43,10900
Denmark,Europe,1929,3520000,62.2,93.4,2.3,11500
Denmark,Europe,1930,3550000,62.5,93.8,2.3,12100
Denmark,Europe,1931,3570000,62.1,94.5,2.2,12200
Denmark,Europe,1932,3600000,63,85,2.19,11800
Denmark,Europe,1933,3630000,63.9,78.2,2.1,12000
Denmark,Europe,1934,3660000,64.4,75.7,2.15,12300
Denmark,Europe,1935,3690000,63.1,87.3,2.12,12500
Denmark,Europe,1936,3720000,63.7,81,2.14,12700
Denmark,Europe,1937,3750000,64.2,77.6,2.16,12900
Denmark,Europe,1938,3780000,65.2,70.5,2.18,13100
Denmark,Europe,1939,3810000,66.1,66.9,2.16,13600
Denmark,Europe,1940,3840000,66.5,58.9,2.22,11600
Denmark,Europe,1941,3880000,66.3,64.7,2.24,10400
Denmark,Europe,1942,3920000,67.4,57.5,2.5,10500
Denmark,Europe,1943,3960000,67.7,54.3,2.65,11500
Denmark,Europe,1944,4010000,66.7,59,2.84,12500
Denmark,Europe,1945,4050000,66.4,58.3,2.98,11400
Denmark,Europe,1946,4099999.9999999995,67.5,54.2,3.02,13000
Denmark,Europe,1947,4139999.9999999995,68.8,45.9,2.9,13500
Denmark,Europe,1948,4190000.0000000005,70.4,40.6,2.71,13700
Denmark,Europe,1949,4230000,70.5,38.8,2.57,14500
Denmark,Europe,1950,4270000,70.7,34.1,2.58,15500
Denmark,Europe,1951,4300000,71,33.4,2.5,15400
Denmark,Europe,1952,4330000,71.1,32.6,2.54,15400
Denmark,Europe,1953,4360000,71.4,31.6,2.6,16200
Denmark,Europe,1954,4390000,71.7,30.5,2.54,16400
Denmark,Europe,1955,4430000,72.1,29.3,2.58,16400
Denmark,Europe,1956,4460000,72.2,28.1,2.59,16500
Denmark,Europe,1957,4490000,72.2,27.1,2.56,17400
Denmark,Europe,1958,4520000,72.4,26.2,2.54,17700
Denmark,Europe,1959,4550000,72.5,25.5,2.49,18900
Denmark,Europe,1960,4580000,72.5,25,2.54,19400
Denmark,Europe,1961,4610000,72.6,24.4,2.55,20400
Denmark,Europe,1962,4650000,72.6,23.8,2.54,21400
Denmark,Europe,1963,4680000,72.6,23.1,2.64,21400
Denmark,Europe,1964,4720000,72.7,22.1,2.6,23100
Denmark,Europe,1965,4760000,72.7,21.1,2.61,23900
Denmark,Europe,1966,4800000,72.8,20,2.62,24400
Denmark,Europe,1967,4830000,73.1,19.1,2.35,25100
Denmark,Europe,1968,4870000,73.3,18.2,2.12,26100
Denmark,Europe,1969,4900000,73.5,17.4,2,27700
Denmark,Europe,1970,4920000,73.6,16.6,1.95,27900
Denmark,Europe,1971,4950000,73.6,15.8,2.04,28500
Denmark,Europe,1972,4980000,73.7,14.9,2.03,29600
Denmark,Europe,1973,5010000,73.9,13.9,1.92,30500
Denmark,Europe,1974,5030000,74.1,13.1,1.9,30000
Denmark,Europe,1975,5060000,74.2,12.3,1.92,29600
Denmark,Europe,1976,5080000,74.2,11.6,1.75,31300
Denmark,Europe,1977,5090000,74.7,11.1,1.66,31700
Denmark,Europe,1978,5110000,74.7,10.6,1.67,32100
Denmark,Europe,1979,5120000,74.5,10.3,1.6,33200
Denmark,Europe,1980,5130000,74.4,9.97,1.55,33000
Denmark,Europe,1981,5130000,74.5,9.75,1.44,32700.000000000004
Denmark,Europe,1982,5130000,74.7,9.62,1.43,33800
Denmark,Europe,1983,5120000,74.7,9.57,1.38,34700
Denmark,Europe,1984,5120000,74.8,9.58,1.4,36100
Denmark,Europe,1985,5120000,74.8,9.65,1.45,37600
Denmark,Europe,1986,5120000,74.9,9.71,1.48,39200
Denmark,Europe,1987,5120000,75,9.71,1.5,39200
Denmark,Europe,1988,5130000,75.1,9.59,1.56,39200
Denmark,Europe,1989,5130000,75.1,9.33,1.62,39400
Denmark,Europe,1990,5140000,75.2,8.93,1.67,39800
Denmark,Europe,1991,5160000,75.4,8.43,1.68,40300
Denmark,Europe,1992,5180000,75.5,7.89,1.76,41000
Denmark,Europe,1993,5190000,75.5,7.37,1.75,40900
Denmark,Europe,1994,5210000,75.5,6.91,1.81,42900
Denmark,Europe,1995,5240000,75.6,6.54,1.81,44000
Denmark,Europe,1996,5260000,75.9,6.23,1.75,45000
Denmark,Europe,1997,5280000,76.3,5.99,1.75,46200
Denmark,Europe,1998,5300000,76.7,5.78,1.72,47000
Denmark,Europe,1999,5320000,76.7,5.62,1.74,48200
Denmark,Europe,2000,5340000,77.2,5.5,1.77,49800
Denmark,Europe,2001,5360000,77.3,5.39,1.75,50000
Denmark,Europe,2002,5380000,77.4,5.28,1.72,50000
Denmark,Europe,2003,5400000,77.7,5.15,1.76,50000
Denmark,Europe,2004,5420000,78,5,1.78,51100
Denmark,Europe,2005,5440000,78.3,4.83,1.8,52100
Denmark,Europe,2006,5460000,78.5,4.65,1.85,53800
Denmark,Europe,2007,5480000,78.7,4.47,1.85,54000
Denmark,Europe,2008,5500000,79,4.31,1.89,53200
Denmark,Europe,2009,5530000,79.2,4.19,1.84,50200
Denmark,Europe,2010,5550000,79.5,4.11,1.88,50800
Denmark,Europe,2011,5580000,79.9,4.07,1.76,51300
Denmark,Europe,2012,5600000,80.3,4.07,1.73,51200
Denmark,Europe,2013,5630000,80.5,4.11,1.88,51500
Denmark,Europe,2014,5650000,80.8,4.16,1.83,52000
Denmark,Europe,2015,5680000,81,4.22,1.79,52900
Denmark,Europe,2016,5710000,81,4.26,1.74,54200
Denmark,Europe,2017,5740000,81.1,4.26,1.75,55400
Denmark,Europe,2018,5770000,81.1,4.22,1.76,56200
Denmark,Europe,2019,5800000,81.1,4.1,1.77,56800
Denmark,Europe,2020,5830000,81.2,3.97,1.77,55500
Denmark,Europe,2021,5850000,81.1,3.85,1.78,58000
